"first","second"
"3.978 , 64.9995 , 111.996","252.9855 , 221.9775 , 42.993"
"3.978 , 64.9995 , 111.996","211.9815 , 190.995 , 81.9825"
"3.978 , 64.9995 , 111.996","244.9785 , 208.998 , 0.9945"
"3.978 , 64.9995 , 111.996","175.9755 , 151.98 , 45.9765"
"3.978 , 64.9995 , 111.996","170.9775 , 143.9985 , 2.9835"
"3.978 , 64.9995 , 111.996","104.9835 , 90.984 , 20.9865"
"3.978 , 64.9995 , 111.996","250.9965 , 200.991 , 141.984"
"3.978 , 64.9995 , 111.996","251.991 , 166.9995 , 40.9785"
"3.978 , 64.9995 , 111.996","228.99 , 154.989 , 91.9785"
"3.978 , 64.9995 , 111.996","255 , 143.9985 , 0"
"3.978 , 64.9995 , 111.996","174.981 , 120.9975 , 60.996"
"3.978 , 64.9995 , 111.996","172.992 , 100.98 , 1.989"
"3.978 , 64.9995 , 111.996","118.983 , 69.9975 , 11.985"
"3.978 , 64.9995 , 111.996","250.9965 , 175.9755 , 153"
"3.978 , 64.9995 , 111.996","251.991 , 112.9905 , 46.9965"
"3.978 , 64.9995 , 111.996","230.979 , 126.99 , 114.9795"
"3.978 , 64.9995 , 111.996","232.9935 , 52.989 , 6.987"
"3.978 , 64.9995 , 111.996","162.996 , 87.975 , 57.987"
"3.978 , 64.9995 , 111.996","165.9795 , 26.979 , 1.989"
"3.978 , 64.9995 , 111.996","120.9975 , 41.9985 , 24.99"
"3.978 , 64.9995 , 111.996","246.993 , 153.9945 , 161.976"
"3.978 , 64.9995 , 111.996","226.9755 , 97.9965 , 100.98"
"3.978 , 64.9995 , 111.996","210.987 , 121.992 , 125.9955"
"3.978 , 64.9995 , 111.996","218.994 , 11.985 , 39.984"
"3.978 , 64.9995 , 111.996","150.9855 , 72.981 , 75.99"
"3.978 , 64.9995 , 111.996","155.9835 , 8.976 , 26.979"
"3.978 , 64.9995 , 111.996","89.9895 , 29.988 , 31.977"
"3.978 , 64.9995 , 111.996","1.989 , 3.978 , 0.9945"
"3.978 , 64.9995 , 111.996","41.9985 , 48.9855 , 40.9785"
"3.978 , 64.9995 , 111.996","89.9895 , 95.982 , 81.9825"
"3.978 , 64.9995 , 111.996","93.993 , 99.9855 , 85.986"
"3.978 , 64.9995 , 111.996","126.99 , 130.9935 , 116.994"
"3.978 , 64.9995 , 111.996","157.998 , 161.976 , 147.9765"
"3.978 , 64.9995 , 111.996","180.999 , 186.9915 , 172.992"
"3.978 , 64.9995 , 111.996","216.9795 , 218.994 , 205.989"
"3.978 , 64.9995 , 111.996","246.993 , 247.9875 , 241.995"
"9.996 , 56.9925 , 76.9845","9.996 , 56.9925 , 76.9845"
"9.996 , 56.9925 , 76.9845","141.984 , 207.978 , 193.9785"
"9.996 , 56.9925 , 76.9845","65.994 , 167.994 , 154.989"
"9.996 , 56.9925 , 76.9845","104.9835 , 168.9885 , 153"
"9.996 , 56.9925 , 76.9845","8.976 , 110.976 , 121.992"
"9.996 , 56.9925 , 76.9845","54.978 , 116.994 , 103.989"
"9.996 , 56.9925 , 76.9845","3.978 , 78.999 , 73.9755"
"9.996 , 56.9925 , 76.9845","10.9905 , 59.976 , 56.9925"
"9.996 , 56.9925 , 76.9845","163.9905 , 226.9755 , 172.992"
"9.996 , 56.9925 , 76.9845","95.982 , 193.9785 , 110.976"
"9.996 , 56.9925 , 76.9845","131.988 , 179.979 , 127.9845"
"9.996 , 56.9925 , 76.9845","64.9995 , 161.976 , 68.9775"
"9.996 , 56.9925 , 76.9845","72.981 , 127.9845 , 85.986"
"9.996 , 56.9925 , 76.9845","32.997 , 116.994 , 39.984"
"9.996 , 56.9925 , 76.9845","22.9755 , 61.9905 , 31.977"
"9.996 , 56.9925 , 76.9845","216.9795 , 226.9755 , 106.998"
"9.996 , 56.9925 , 76.9845","197.982 , 221.9775 , 36.975"
"9.996 , 56.9925 , 76.9845","174.981 , 190.995 , 90.984"
"9.996 , 56.9925 , 76.9845","170.9775 , 201.9855 , 1.989"
"9.996 , 56.9925 , 76.9845","132.9825 , 147.9765 , 42.993"
"9.996 , 56.9925 , 76.9845","117.9885 , 142.9785 , 0.9945"
"9.996 , 56.9925 , 76.9845","68.9775 , 85.986 , 7.9815"
"9.996 , 56.9925 , 76.9845","251.991 , 236.997 , 119.9775"
"9.996 , 56.9925 , 76.9845","252.9855 , 221.9775 , 42.993"
"9.996 , 56.9925 , 76.9845","211.9815 , 190.995 , 81.9825"
"9.996 , 56.9925 , 76.9845","244.9785 , 208.998 , 0.9945"
"9.996 , 56.9925 , 76.9845","175.9755 , 151.98 , 45.9765"
"9.996 , 56.9925 , 76.9845","170.9775 , 143.9985 , 2.9835"
"9.996 , 56.9925 , 76.9845","104.9835 , 90.984 , 20.9865"
"9.996 , 56.9925 , 76.9845","250.9965 , 200.991 , 141.984"
"9.996 , 56.9925 , 76.9845","251.991 , 166.9995 , 40.9785"
"9.996 , 56.9925 , 76.9845","228.99 , 154.989 , 91.9785"
"9.996 , 56.9925 , 76.9845","255 , 143.9985 , 0"
"9.996 , 56.9925 , 76.9845","174.981 , 120.9975 , 60.996"
"9.996 , 56.9925 , 76.9845","172.992 , 100.98 , 1.989"
"9.996 , 56.9925 , 76.9845","118.983 , 69.9975 , 11.985"
"9.996 , 56.9925 , 76.9845","250.9965 , 175.9755 , 153"
"9.996 , 56.9925 , 76.9845","251.991 , 112.9905 , 46.9965"
"9.996 , 56.9925 , 76.9845","230.979 , 126.99 , 114.9795"
"9.996 , 56.9925 , 76.9845","232.9935 , 52.989 , 6.987"
"9.996 , 56.9925 , 76.9845","162.996 , 87.975 , 57.987"
"9.996 , 56.9925 , 76.9845","165.9795 , 26.979 , 1.989"
"9.996 , 56.9925 , 76.9845","120.9975 , 41.9985 , 24.99"
"9.996 , 56.9925 , 76.9845","246.993 , 153.9945 , 161.976"
"9.996 , 56.9925 , 76.9845","226.9755 , 97.9965 , 100.98"
"9.996 , 56.9925 , 76.9845","210.987 , 121.992 , 125.9955"
"9.996 , 56.9925 , 76.9845","218.994 , 11.985 , 39.984"
"9.996 , 56.9925 , 76.9845","150.9855 , 72.981 , 75.99"
"9.996 , 56.9925 , 76.9845","155.9835 , 8.976 , 26.979"
"9.996 , 56.9925 , 76.9845","89.9895 , 29.988 , 31.977"
"9.996 , 56.9925 , 76.9845","1.989 , 3.978 , 0.9945"
"9.996 , 56.9925 , 76.9845","41.9985 , 48.9855 , 40.9785"
"9.996 , 56.9925 , 76.9845","89.9895 , 95.982 , 81.9825"
"9.996 , 56.9925 , 76.9845","93.993 , 99.9855 , 85.986"
"9.996 , 56.9925 , 76.9845","126.99 , 130.9935 , 116.994"
"9.996 , 56.9925 , 76.9845","157.998 , 161.976 , 147.9765"
"9.996 , 56.9925 , 76.9845","180.999 , 186.9915 , 172.992"
"9.996 , 56.9925 , 76.9845","216.9795 , 218.994 , 205.989"
"9.996 , 56.9925 , 76.9845","246.993 , 247.9875 , 241.995"
"141.984 , 207.978 , 193.9785","141.984 , 207.978 , 193.9785"
"141.984 , 207.978 , 193.9785","65.994 , 167.994 , 154.989"
"141.984 , 207.978 , 193.9785","104.9835 , 168.9885 , 153"
"141.984 , 207.978 , 193.9785","8.976 , 110.976 , 121.992"
"141.984 , 207.978 , 193.9785","54.978 , 116.994 , 103.989"
"141.984 , 207.978 , 193.9785","3.978 , 78.999 , 73.9755"
"141.984 , 207.978 , 193.9785","10.9905 , 59.976 , 56.9925"
"141.984 , 207.978 , 193.9785","163.9905 , 226.9755 , 172.992"
"141.984 , 207.978 , 193.9785","95.982 , 193.9785 , 110.976"
"141.984 , 207.978 , 193.9785","131.988 , 179.979 , 127.9845"
"141.984 , 207.978 , 193.9785","64.9995 , 161.976 , 68.9775"
"141.984 , 207.978 , 193.9785","72.981 , 127.9845 , 85.986"
"141.984 , 207.978 , 193.9785","32.997 , 116.994 , 39.984"
"141.984 , 207.978 , 193.9785","22.9755 , 61.9905 , 31.977"
"141.984 , 207.978 , 193.9785","216.9795 , 226.9755 , 106.998"
"141.984 , 207.978 , 193.9785","197.982 , 221.9775 , 36.975"
"141.984 , 207.978 , 193.9785","174.981 , 190.995 , 90.984"
"141.984 , 207.978 , 193.9785","170.9775 , 201.9855 , 1.989"
"141.984 , 207.978 , 193.9785","132.9825 , 147.9765 , 42.993"
"141.984 , 207.978 , 193.9785","117.9885 , 142.9785 , 0.9945"
"141.984 , 207.978 , 193.9785","68.9775 , 85.986 , 7.9815"
"141.984 , 207.978 , 193.9785","251.991 , 236.997 , 119.9775"
"141.984 , 207.978 , 193.9785","252.9855 , 221.9775 , 42.993"
"141.984 , 207.978 , 193.9785","211.9815 , 190.995 , 81.9825"
"141.984 , 207.978 , 193.9785","244.9785 , 208.998 , 0.9945"
"141.984 , 207.978 , 193.9785","175.9755 , 151.98 , 45.9765"
"141.984 , 207.978 , 193.9785","170.9775 , 143.9985 , 2.9835"
"141.984 , 207.978 , 193.9785","104.9835 , 90.984 , 20.9865"
"141.984 , 207.978 , 193.9785","250.9965 , 200.991 , 141.984"
"141.984 , 207.978 , 193.9785","251.991 , 166.9995 , 40.9785"
"141.984 , 207.978 , 193.9785","228.99 , 154.989 , 91.9785"
"141.984 , 207.978 , 193.9785","255 , 143.9985 , 0"
"141.984 , 207.978 , 193.9785","174.981 , 120.9975 , 60.996"
"141.984 , 207.978 , 193.9785","172.992 , 100.98 , 1.989"
"141.984 , 207.978 , 193.9785","118.983 , 69.9975 , 11.985"
"141.984 , 207.978 , 193.9785","250.9965 , 175.9755 , 153"
"141.984 , 207.978 , 193.9785","251.991 , 112.9905 , 46.9965"
"141.984 , 207.978 , 193.9785","230.979 , 126.99 , 114.9795"
"141.984 , 207.978 , 193.9785","232.9935 , 52.989 , 6.987"
"141.984 , 207.978 , 193.9785","162.996 , 87.975 , 57.987"
"141.984 , 207.978 , 193.9785","165.9795 , 26.979 , 1.989"
"141.984 , 207.978 , 193.9785","120.9975 , 41.9985 , 24.99"
"141.984 , 207.978 , 193.9785","246.993 , 153.9945 , 161.976"
"141.984 , 207.978 , 193.9785","226.9755 , 97.9965 , 100.98"
"141.984 , 207.978 , 193.9785","210.987 , 121.992 , 125.9955"
"141.984 , 207.978 , 193.9785","218.994 , 11.985 , 39.984"
"141.984 , 207.978 , 193.9785","150.9855 , 72.981 , 75.99"
"141.984 , 207.978 , 193.9785","155.9835 , 8.976 , 26.979"
"141.984 , 207.978 , 193.9785","89.9895 , 29.988 , 31.977"
"141.984 , 207.978 , 193.9785","1.989 , 3.978 , 0.9945"
"141.984 , 207.978 , 193.9785","41.9985 , 48.9855 , 40.9785"
"141.984 , 207.978 , 193.9785","89.9895 , 95.982 , 81.9825"
"141.984 , 207.978 , 193.9785","93.993 , 99.9855 , 85.986"
"141.984 , 207.978 , 193.9785","126.99 , 130.9935 , 116.994"
"141.984 , 207.978 , 193.9785","157.998 , 161.976 , 147.9765"
"141.984 , 207.978 , 193.9785","180.999 , 186.9915 , 172.992"
"141.984 , 207.978 , 193.9785","216.9795 , 218.994 , 205.989"
"141.984 , 207.978 , 193.9785","246.993 , 247.9875 , 241.995"
"65.994 , 167.994 , 154.989","65.994 , 167.994 , 154.989"
"65.994 , 167.994 , 154.989","104.9835 , 168.9885 , 153"
"65.994 , 167.994 , 154.989","8.976 , 110.976 , 121.992"
"65.994 , 167.994 , 154.989","54.978 , 116.994 , 103.989"
"65.994 , 167.994 , 154.989","3.978 , 78.999 , 73.9755"
"65.994 , 167.994 , 154.989","10.9905 , 59.976 , 56.9925"
"65.994 , 167.994 , 154.989","163.9905 , 226.9755 , 172.992"
"65.994 , 167.994 , 154.989","95.982 , 193.9785 , 110.976"
"65.994 , 167.994 , 154.989","131.988 , 179.979 , 127.9845"
"65.994 , 167.994 , 154.989","64.9995 , 161.976 , 68.9775"
"65.994 , 167.994 , 154.989","72.981 , 127.9845 , 85.986"
"65.994 , 167.994 , 154.989","32.997 , 116.994 , 39.984"
"65.994 , 167.994 , 154.989","22.9755 , 61.9905 , 31.977"
"65.994 , 167.994 , 154.989","216.9795 , 226.9755 , 106.998"
"65.994 , 167.994 , 154.989","197.982 , 221.9775 , 36.975"
"65.994 , 167.994 , 154.989","174.981 , 190.995 , 90.984"
"65.994 , 167.994 , 154.989","170.9775 , 201.9855 , 1.989"
"65.994 , 167.994 , 154.989","132.9825 , 147.9765 , 42.993"
"65.994 , 167.994 , 154.989","117.9885 , 142.9785 , 0.9945"
"65.994 , 167.994 , 154.989","68.9775 , 85.986 , 7.9815"
"65.994 , 167.994 , 154.989","251.991 , 236.997 , 119.9775"
"65.994 , 167.994 , 154.989","252.9855 , 221.9775 , 42.993"
"65.994 , 167.994 , 154.989","211.9815 , 190.995 , 81.9825"
"65.994 , 167.994 , 154.989","244.9785 , 208.998 , 0.9945"
"65.994 , 167.994 , 154.989","175.9755 , 151.98 , 45.9765"
"65.994 , 167.994 , 154.989","170.9775 , 143.9985 , 2.9835"
"65.994 , 167.994 , 154.989","104.9835 , 90.984 , 20.9865"
"65.994 , 167.994 , 154.989","250.9965 , 200.991 , 141.984"
"65.994 , 167.994 , 154.989","251.991 , 166.9995 , 40.9785"
"65.994 , 167.994 , 154.989","228.99 , 154.989 , 91.9785"
"65.994 , 167.994 , 154.989","255 , 143.9985 , 0"
"65.994 , 167.994 , 154.989","174.981 , 120.9975 , 60.996"
"65.994 , 167.994 , 154.989","172.992 , 100.98 , 1.989"
"65.994 , 167.994 , 154.989","118.983 , 69.9975 , 11.985"
"65.994 , 167.994 , 154.989","250.9965 , 175.9755 , 153"
"65.994 , 167.994 , 154.989","251.991 , 112.9905 , 46.9965"
"65.994 , 167.994 , 154.989","230.979 , 126.99 , 114.9795"
"65.994 , 167.994 , 154.989","232.9935 , 52.989 , 6.987"
"65.994 , 167.994 , 154.989","162.996 , 87.975 , 57.987"
"65.994 , 167.994 , 154.989","165.9795 , 26.979 , 1.989"
"65.994 , 167.994 , 154.989","120.9975 , 41.9985 , 24.99"
"65.994 , 167.994 , 154.989","246.993 , 153.9945 , 161.976"
"65.994 , 167.994 , 154.989","226.9755 , 97.9965 , 100.98"
"65.994 , 167.994 , 154.989","210.987 , 121.992 , 125.9955"
"65.994 , 167.994 , 154.989","218.994 , 11.985 , 39.984"
"65.994 , 167.994 , 154.989","150.9855 , 72.981 , 75.99"
"65.994 , 167.994 , 154.989","155.9835 , 8.976 , 26.979"
"65.994 , 167.994 , 154.989","89.9895 , 29.988 , 31.977"
"65.994 , 167.994 , 154.989","1.989 , 3.978 , 0.9945"
"65.994 , 167.994 , 154.989","41.9985 , 48.9855 , 40.9785"
"65.994 , 167.994 , 154.989","89.9895 , 95.982 , 81.9825"
"65.994 , 167.994 , 154.989","93.993 , 99.9855 , 85.986"
"65.994 , 167.994 , 154.989","126.99 , 130.9935 , 116.994"
"65.994 , 167.994 , 154.989","157.998 , 161.976 , 147.9765"
"65.994 , 167.994 , 154.989","180.999 , 186.9915 , 172.992"
"65.994 , 167.994 , 154.989","216.9795 , 218.994 , 205.989"
"65.994 , 167.994 , 154.989","246.993 , 247.9875 , 241.995"
"104.9835 , 168.9885 , 153","104.9835 , 168.9885 , 153"
"104.9835 , 168.9885 , 153","8.976 , 110.976 , 121.992"
"104.9835 , 168.9885 , 153","54.978 , 116.994 , 103.989"
"104.9835 , 168.9885 , 153","3.978 , 78.999 , 73.9755"
"104.9835 , 168.9885 , 153","10.9905 , 59.976 , 56.9925"
"104.9835 , 168.9885 , 153","163.9905 , 226.9755 , 172.992"
"104.9835 , 168.9885 , 153","95.982 , 193.9785 , 110.976"
"104.9835 , 168.9885 , 153","131.988 , 179.979 , 127.9845"
"104.9835 , 168.9885 , 153","64.9995 , 161.976 , 68.9775"
"104.9835 , 168.9885 , 153","72.981 , 127.9845 , 85.986"
"104.9835 , 168.9885 , 153","32.997 , 116.994 , 39.984"
"104.9835 , 168.9885 , 153","22.9755 , 61.9905 , 31.977"
"104.9835 , 168.9885 , 153","216.9795 , 226.9755 , 106.998"
"104.9835 , 168.9885 , 153","197.982 , 221.9775 , 36.975"
"104.9835 , 168.9885 , 153","174.981 , 190.995 , 90.984"
"104.9835 , 168.9885 , 153","170.9775 , 201.9855 , 1.989"
"104.9835 , 168.9885 , 153","132.9825 , 147.9765 , 42.993"
"104.9835 , 168.9885 , 153","117.9885 , 142.9785 , 0.9945"
"104.9835 , 168.9885 , 153","68.9775 , 85.986 , 7.9815"
"104.9835 , 168.9885 , 153","251.991 , 236.997 , 119.9775"
"104.9835 , 168.9885 , 153","252.9855 , 221.9775 , 42.993"
"104.9835 , 168.9885 , 153","211.9815 , 190.995 , 81.9825"
"104.9835 , 168.9885 , 153","244.9785 , 208.998 , 0.9945"
"104.9835 , 168.9885 , 153","175.9755 , 151.98 , 45.9765"
"104.9835 , 168.9885 , 153","170.9775 , 143.9985 , 2.9835"
"104.9835 , 168.9885 , 153","104.9835 , 90.984 , 20.9865"
"104.9835 , 168.9885 , 153","250.9965 , 200.991 , 141.984"
"104.9835 , 168.9885 , 153","251.991 , 166.9995 , 40.9785"
"104.9835 , 168.9885 , 153","228.99 , 154.989 , 91.9785"
"104.9835 , 168.9885 , 153","255 , 143.9985 , 0"
"104.9835 , 168.9885 , 153","174.981 , 120.9975 , 60.996"
"104.9835 , 168.9885 , 153","172.992 , 100.98 , 1.989"
"104.9835 , 168.9885 , 153","118.983 , 69.9975 , 11.985"
"104.9835 , 168.9885 , 153","250.9965 , 175.9755 , 153"
"104.9835 , 168.9885 , 153","251.991 , 112.9905 , 46.9965"
"104.9835 , 168.9885 , 153","230.979 , 126.99 , 114.9795"
"104.9835 , 168.9885 , 153","232.9935 , 52.989 , 6.987"
"104.9835 , 168.9885 , 153","162.996 , 87.975 , 57.987"
"104.9835 , 168.9885 , 153","165.9795 , 26.979 , 1.989"
"104.9835 , 168.9885 , 153","120.9975 , 41.9985 , 24.99"
"104.9835 , 168.9885 , 153","246.993 , 153.9945 , 161.976"
"104.9835 , 168.9885 , 153","226.9755 , 97.9965 , 100.98"
"104.9835 , 168.9885 , 153","210.987 , 121.992 , 125.9955"
"104.9835 , 168.9885 , 153","218.994 , 11.985 , 39.984"
"104.9835 , 168.9885 , 153","150.9855 , 72.981 , 75.99"
"104.9835 , 168.9885 , 153","155.9835 , 8.976 , 26.979"
"104.9835 , 168.9885 , 153","89.9895 , 29.988 , 31.977"
"104.9835 , 168.9885 , 153","1.989 , 3.978 , 0.9945"
"104.9835 , 168.9885 , 153","41.9985 , 48.9855 , 40.9785"
"104.9835 , 168.9885 , 153","89.9895 , 95.982 , 81.9825"
"104.9835 , 168.9885 , 153","93.993 , 99.9855 , 85.986"
"104.9835 , 168.9885 , 153","126.99 , 130.9935 , 116.994"
"104.9835 , 168.9885 , 153","157.998 , 161.976 , 147.9765"
"104.9835 , 168.9885 , 153","180.999 , 186.9915 , 172.992"
"104.9835 , 168.9885 , 153","216.9795 , 218.994 , 205.989"
"104.9835 , 168.9885 , 153","246.993 , 247.9875 , 241.995"
"8.976 , 110.976 , 121.992","8.976 , 110.976 , 121.992"
"8.976 , 110.976 , 121.992","54.978 , 116.994 , 103.989"
"8.976 , 110.976 , 121.992","3.978 , 78.999 , 73.9755"
"8.976 , 110.976 , 121.992","10.9905 , 59.976 , 56.9925"
"8.976 , 110.976 , 121.992","163.9905 , 226.9755 , 172.992"
"8.976 , 110.976 , 121.992","95.982 , 193.9785 , 110.976"
"8.976 , 110.976 , 121.992","131.988 , 179.979 , 127.9845"
"8.976 , 110.976 , 121.992","64.9995 , 161.976 , 68.9775"
"8.976 , 110.976 , 121.992","72.981 , 127.9845 , 85.986"
"8.976 , 110.976 , 121.992","32.997 , 116.994 , 39.984"
"8.976 , 110.976 , 121.992","22.9755 , 61.9905 , 31.977"
"8.976 , 110.976 , 121.992","216.9795 , 226.9755 , 106.998"
"8.976 , 110.976 , 121.992","197.982 , 221.9775 , 36.975"
"8.976 , 110.976 , 121.992","174.981 , 190.995 , 90.984"
"8.976 , 110.976 , 121.992","170.9775 , 201.9855 , 1.989"
"8.976 , 110.976 , 121.992","132.9825 , 147.9765 , 42.993"
"8.976 , 110.976 , 121.992","117.9885 , 142.9785 , 0.9945"
"8.976 , 110.976 , 121.992","68.9775 , 85.986 , 7.9815"
"8.976 , 110.976 , 121.992","251.991 , 236.997 , 119.9775"
"8.976 , 110.976 , 121.992","252.9855 , 221.9775 , 42.993"
"8.976 , 110.976 , 121.992","211.9815 , 190.995 , 81.9825"
"8.976 , 110.976 , 121.992","244.9785 , 208.998 , 0.9945"
"8.976 , 110.976 , 121.992","175.9755 , 151.98 , 45.9765"
"8.976 , 110.976 , 121.992","170.9775 , 143.9985 , 2.9835"
"8.976 , 110.976 , 121.992","104.9835 , 90.984 , 20.9865"
"8.976 , 110.976 , 121.992","250.9965 , 200.991 , 141.984"
"8.976 , 110.976 , 121.992","251.991 , 166.9995 , 40.9785"
"8.976 , 110.976 , 121.992","228.99 , 154.989 , 91.9785"
"8.976 , 110.976 , 121.992","255 , 143.9985 , 0"
"8.976 , 110.976 , 121.992","174.981 , 120.9975 , 60.996"
"8.976 , 110.976 , 121.992","172.992 , 100.98 , 1.989"
"8.976 , 110.976 , 121.992","118.983 , 69.9975 , 11.985"
"8.976 , 110.976 , 121.992","250.9965 , 175.9755 , 153"
"8.976 , 110.976 , 121.992","251.991 , 112.9905 , 46.9965"
"8.976 , 110.976 , 121.992","230.979 , 126.99 , 114.9795"
"8.976 , 110.976 , 121.992","232.9935 , 52.989 , 6.987"
"8.976 , 110.976 , 121.992","162.996 , 87.975 , 57.987"
"8.976 , 110.976 , 121.992","165.9795 , 26.979 , 1.989"
"8.976 , 110.976 , 121.992","120.9975 , 41.9985 , 24.99"
"8.976 , 110.976 , 121.992","246.993 , 153.9945 , 161.976"
"8.976 , 110.976 , 121.992","226.9755 , 97.9965 , 100.98"
"8.976 , 110.976 , 121.992","210.987 , 121.992 , 125.9955"
"8.976 , 110.976 , 121.992","218.994 , 11.985 , 39.984"
"8.976 , 110.976 , 121.992","150.9855 , 72.981 , 75.99"
"8.976 , 110.976 , 121.992","155.9835 , 8.976 , 26.979"
"8.976 , 110.976 , 121.992","89.9895 , 29.988 , 31.977"
"8.976 , 110.976 , 121.992","1.989 , 3.978 , 0.9945"
"8.976 , 110.976 , 121.992","41.9985 , 48.9855 , 40.9785"
"8.976 , 110.976 , 121.992","89.9895 , 95.982 , 81.9825"
"8.976 , 110.976 , 121.992","93.993 , 99.9855 , 85.986"
"8.976 , 110.976 , 121.992","126.99 , 130.9935 , 116.994"
"8.976 , 110.976 , 121.992","157.998 , 161.976 , 147.9765"
"8.976 , 110.976 , 121.992","180.999 , 186.9915 , 172.992"
"8.976 , 110.976 , 121.992","216.9795 , 218.994 , 205.989"
"8.976 , 110.976 , 121.992","246.993 , 247.9875 , 241.995"
"54.978 , 116.994 , 103.989","54.978 , 116.994 , 103.989"
"54.978 , 116.994 , 103.989","3.978 , 78.999 , 73.9755"
"54.978 , 116.994 , 103.989","10.9905 , 59.976 , 56.9925"
"54.978 , 116.994 , 103.989","163.9905 , 226.9755 , 172.992"
"54.978 , 116.994 , 103.989","95.982 , 193.9785 , 110.976"
"54.978 , 116.994 , 103.989","131.988 , 179.979 , 127.9845"
"54.978 , 116.994 , 103.989","64.9995 , 161.976 , 68.9775"
"54.978 , 116.994 , 103.989","72.981 , 127.9845 , 85.986"
"54.978 , 116.994 , 103.989","32.997 , 116.994 , 39.984"
"54.978 , 116.994 , 103.989","22.9755 , 61.9905 , 31.977"
"54.978 , 116.994 , 103.989","216.9795 , 226.9755 , 106.998"
"54.978 , 116.994 , 103.989","197.982 , 221.9775 , 36.975"
"54.978 , 116.994 , 103.989","174.981 , 190.995 , 90.984"
"54.978 , 116.994 , 103.989","170.9775 , 201.9855 , 1.989"
"54.978 , 116.994 , 103.989","132.9825 , 147.9765 , 42.993"
"54.978 , 116.994 , 103.989","117.9885 , 142.9785 , 0.9945"
"54.978 , 116.994 , 103.989","68.9775 , 85.986 , 7.9815"
"54.978 , 116.994 , 103.989","251.991 , 236.997 , 119.9775"
"54.978 , 116.994 , 103.989","252.9855 , 221.9775 , 42.993"
"54.978 , 116.994 , 103.989","211.9815 , 190.995 , 81.9825"
"54.978 , 116.994 , 103.989","244.9785 , 208.998 , 0.9945"
"54.978 , 116.994 , 103.989","175.9755 , 151.98 , 45.9765"
"54.978 , 116.994 , 103.989","170.9775 , 143.9985 , 2.9835"
"54.978 , 116.994 , 103.989","104.9835 , 90.984 , 20.9865"
"54.978 , 116.994 , 103.989","250.9965 , 200.991 , 141.984"
"54.978 , 116.994 , 103.989","251.991 , 166.9995 , 40.9785"
"54.978 , 116.994 , 103.989","228.99 , 154.989 , 91.9785"
"54.978 , 116.994 , 103.989","255 , 143.9985 , 0"
"54.978 , 116.994 , 103.989","174.981 , 120.9975 , 60.996"
"54.978 , 116.994 , 103.989","172.992 , 100.98 , 1.989"
"54.978 , 116.994 , 103.989","118.983 , 69.9975 , 11.985"
"54.978 , 116.994 , 103.989","250.9965 , 175.9755 , 153"
"54.978 , 116.994 , 103.989","251.991 , 112.9905 , 46.9965"
"54.978 , 116.994 , 103.989","230.979 , 126.99 , 114.9795"
"54.978 , 116.994 , 103.989","232.9935 , 52.989 , 6.987"
"54.978 , 116.994 , 103.989","162.996 , 87.975 , 57.987"
"54.978 , 116.994 , 103.989","165.9795 , 26.979 , 1.989"
"54.978 , 116.994 , 103.989","120.9975 , 41.9985 , 24.99"
"54.978 , 116.994 , 103.989","246.993 , 153.9945 , 161.976"
"54.978 , 116.994 , 103.989","226.9755 , 97.9965 , 100.98"
"54.978 , 116.994 , 103.989","210.987 , 121.992 , 125.9955"
"54.978 , 116.994 , 103.989","218.994 , 11.985 , 39.984"
"54.978 , 116.994 , 103.989","150.9855 , 72.981 , 75.99"
"54.978 , 116.994 , 103.989","155.9835 , 8.976 , 26.979"
"54.978 , 116.994 , 103.989","89.9895 , 29.988 , 31.977"
"54.978 , 116.994 , 103.989","1.989 , 3.978 , 0.9945"
"54.978 , 116.994 , 103.989","41.9985 , 48.9855 , 40.9785"
"54.978 , 116.994 , 103.989","89.9895 , 95.982 , 81.9825"
"54.978 , 116.994 , 103.989","93.993 , 99.9855 , 85.986"
"54.978 , 116.994 , 103.989","126.99 , 130.9935 , 116.994"
"54.978 , 116.994 , 103.989","157.998 , 161.976 , 147.9765"
"54.978 , 116.994 , 103.989","180.999 , 186.9915 , 172.992"
"54.978 , 116.994 , 103.989","216.9795 , 218.994 , 205.989"
"54.978 , 116.994 , 103.989","246.993 , 247.9875 , 241.995"
"3.978 , 78.999 , 73.9755","3.978 , 78.999 , 73.9755"
"3.978 , 78.999 , 73.9755","10.9905 , 59.976 , 56.9925"
"3.978 , 78.999 , 73.9755","163.9905 , 226.9755 , 172.992"
"3.978 , 78.999 , 73.9755","95.982 , 193.9785 , 110.976"
"3.978 , 78.999 , 73.9755","131.988 , 179.979 , 127.9845"
"3.978 , 78.999 , 73.9755","64.9995 , 161.976 , 68.9775"
"3.978 , 78.999 , 73.9755","72.981 , 127.9845 , 85.986"
"3.978 , 78.999 , 73.9755","32.997 , 116.994 , 39.984"
"3.978 , 78.999 , 73.9755","22.9755 , 61.9905 , 31.977"
"3.978 , 78.999 , 73.9755","216.9795 , 226.9755 , 106.998"
"3.978 , 78.999 , 73.9755","197.982 , 221.9775 , 36.975"
"3.978 , 78.999 , 73.9755","174.981 , 190.995 , 90.984"
"3.978 , 78.999 , 73.9755","170.9775 , 201.9855 , 1.989"
